小面	点	X坐标 (mm)	Y坐标 (mm)	Z坐标 (mm)	单元数	定向变形 (mm)
0	135	-5.0197	-90.002	146.51	580	9.9609e-002
0	129	-7.53	-90.002	149.49	580	0.10026
0	149	-2.2115	-90.002	150.32	580	0.10812
1	55	-22.885	-90.002	100.04	647	1.4026e-002
1	63	-21.217	-90.002	102.2	647	1.9196e-002
1	37	-25.28	-90.002	103.92	647	1.5125e-002
1	39	-25.257	-90.002	101.82	647	1.2581e-002
2	21	-27.703	-90.002	101.55	647	8.5365e-003
2	44	-24.757	-90.002	97.566	647	8.175e-003
2	55	-22.885	-90.002	100.04	647	1.4026e-002
2	39	-25.257	-90.002	101.82	647	1.2581e-002
3	37	-25.28	-90.002	103.92	647	1.5125e-002
3	10	-30.011	-90.002	105.94	647	1.0519e-002
3	21	-27.703	-90.002	101.55	647	8.5365e-003
3	39	-25.257	-90.002	101.82	647	1.2581e-002
4	32	-26.312	-90.002	123.11	656	3.8656e-002
4	14	-29.112	-90.002	125.85	656	3.8211e-002
4	8	-30.546	-90.002	123.5	656	3.2844e-002
4	12	-29.622	-90.002	120.92	656	3.0733e-002
5	4	-31.893	-90.002	128.58	656	3.7763e-002
5	14	-29.112	-90.002	125.85	656	3.8211e-002
5	8	-30.546	-90.002	123.5	656	3.2844e-002
5	2	-32.767	-90.002	123.7	656	2.9791e-002
6	2	-32.767	-90.002	123.7	656	2.9791e-002
6	0	-32.887	-90.002	118.75	656	2.293e-002
6	12	-29.622	-90.002	120.92	656	3.0733e-002
6	8	-30.546	-90.002	123.5	656	3.2844e-002
7	165	2.7109	-90.002	153.59	662	0.1185
7	169	3.6719	-90.002	154.9	662	0.1214
7	163	2.0246	-90.002	154.99	662	0.11949
8	48	-23.809	-90.002	110.63	699	2.5704e-002
8	18	-27.981	-90.002	114.05	699	2.3983e-002
8	23	-27.343	-90.002	116.6	699	2.8301e-002
8	40	-25.213	-90.002	116.27	699	3.1031e-002
9	5	-31.752	-90.002	117.17	699	2.2502e-002
9	18	-27.981	-90.002	114.05	699	2.3983e-002
9	23	-27.343	-90.002	116.6	699	2.8301e-002
9	17	-28.584	-90.002	119.37	699	3.0174e-002
10	36	-25.373	-90.002	121.58	699	3.797e-002
10	40	-25.213	-90.002	116.27	699	3.1031e-002
10	23	-27.343	-90.002	116.6	699	2.8301e-002
10	17	-28.584	-90.002	119.37	699	3.0174e-002
11	310	35.46	-90.002	116.52	839	0.11536
11	314	36.682	-90.002	115.48	839	0.11589
11	315	36.909	-90.002	117.12	839	0.11788
12	129	-7.53	-90.002	149.49	876	0.10026
12	135	-5.0197	-90.002	146.51	876	9.9609e-002
12	130	-6.6575	-90.002	146.08	876	9.6957e-002
13	66	-21.126	-90.002	134.77	880	6.2285e-002
13	59	-22.444	-90.002	134.49	880	5.9966e-002
13	60	-22.067	-90.002	133.15	880	5.8734e-002
14	196	12.174	-90.002	92.983	911	5.9312e-002
14	191	10.051	-90.002	89.339	911	5.2088e-002
14	189	9.2434	-90.002	90.571	911	5.2345e-002
14	194	11.136	-90.002	94.105	911	5.9129e-002
15	185	7.8012	-90.002	85.484	911	4.4288e-002
15	191	10.051	-90.002	89.339	911	5.2088e-002
15	189	9.2434	-90.002	90.571	911	5.2345e-002
15	180	7.202	-90.002	86.783	911	4.492e-002
16	96	-14.944	-90.002	91.296	917	1.5994e-002
16	94	-16.021	-90.002	90.083	917	1.2862e-002
16	101	-14.615	-90.002	89.219	917	1.4051e-002
17	159	0.73719	-90.002	90.924	937	4.0141e-002
17	168	3.3289	-90.002	88.209	937	4.0815e-002
17	170	4.8072	-90.002	89.82	937	4.4947e-002
17	164	2.6704	-90.002	92.534	937	4.4989e-002
18	173	6.1614	-90.002	85.302	937	4.1626e-002
18	168	3.3289	-90.002	88.209	937	4.0815e-002
18	170	4.8072	-90.002	89.82	937	4.4947e-002
18	180	7.202	-90.002	86.783	937	4.492e-002
19	173	6.1614	-90.002	85.302	969	4.1626e-002
19	185	7.8012	-90.002	85.484	969	4.4288e-002
19	180	7.202	-90.002	86.783	969	4.492e-002
20	255	26.603	-90.002	95.154	990	8.1646e-002
20	266	27.785	-90.002	96.305	990	8.4455e-002
20	252	25.972	-90.002	96.176	990	8.184e-002
21	251	25.873	-90.002	133.71	1005	0.12206
21	254	26.449	-90.002	134.72	1005	0.12396
21	249	25.239	-90.002	134.65	1005	0.12237
22	97	-14.844	-90.002	142.26	1039	8.1123e-002
22	100	-14.667	-90.002	141.83	1039	8.0818e-002
22	104	-14.262	-90.002	142.14	1039	8.1776e-002
23	60	-22.067	-90.002	133.15	1042	5.8734e-002
23	30	-26.321	-90.002	130.95	1042	4.9359e-002
23	34	-26.16	-90.002	128.54	1042	4.6319e-002
23	46	-24.131	-90.002	128.47	1042	4.9268e-002
24	9	-30.45	-90.002	128.78	1042	4.0197e-002
24	30	-26.321	-90.002	130.95	1042	4.9359e-002
24	34	-26.16	-90.002	128.54	1042	4.6319e-002
24	20	-27.847	-90.002	126.17	1042	4.0538e-002
25	41	-25.207	-90.002	123.54	1042	4.0894e-002
25	46	-24.131	-90.002	128.47	1042	4.9268e-002
25	34	-26.16	-90.002	128.54	1042	4.6319e-002
25	20	-27.847	-90.002	126.17	1042	4.0538e-002
26	45	-24.224	-90.002	110.6	1054	2.5062e-002
26	22	-27.554	-90.002	108.97	1054	1.8037e-002
26	13	-29.544	-90.002	111.72	1054	1.8624e-002
26	15	-28.737	-90.002	114.01	1054	2.2806e-002
27	7	-30.589	-90.002	107.48	1054	1.1605e-002
27	22	-27.554	-90.002	108.97	1054	1.8037e-002
27	13	-29.544	-90.002	111.72	1054	1.8624e-002
27	3	-32.083	-90.002	112.2	1054	1.5458e-002
28	1	-32.842	-90.002	117.1	1054	2.0799e-002
28	15	-28.737	-90.002	114.01	1054	2.2806e-002
28	13	-29.544	-90.002	111.72	1054	1.8624e-002
28	3	-32.083	-90.002	112.2	1054	1.5458e-002
29	130	-6.6575	-90.002	146.08	1057	9.6957e-002
29	129	-7.53	-90.002	149.49	1057	0.10026
29	117	-10.195	-90.002	146.17	1057	9.2458e-002
29	116	-10.495	-90.002	144.48	1057	8.9874e-002
30	110	-12.092	-90.002	143.49	1057	8.6456e-002
30	117	-10.195	-90.002	146.17	1057	9.2458e-002
30	116	-10.495	-90.002	144.48	1057	8.9874e-002
31	28	-26.974	-90.002	132.31	1072	5.0229e-002
31	59	-22.444	-90.002	134.49	1072	5.9966e-002
31	43	-24.88	-90.002	136.84	1072	5.9486e-002
31	25	-27.225	-90.002	134.67	1072	5.305e-002
32	11	-29.679	-90.002	134.8	1072	4.9563e-002
32	6	-31.401	-90.002	130.16	1072	4.0658e-002
32	28	-26.974	-90.002	132.31	1072	5.0229e-002
32	25	-27.225	-90.002	134.67	1072	5.305e-002
33	43	-24.88	-90.002	136.84	1072	5.9486e-002
33	24	-27.268	-90.002	139.13	1072	5.9028e-002
33	11	-29.679	-90.002	134.8	1072	4.9563e-002
33	25	-27.225	-90.002	134.67	1072	5.305e-002
34	201	13.107	-90.002	149.08	1102	0.12529
34	209	14.791	-90.002	144.3	1102	0.12123
34	199	12.662	-90.002	145.36	1102	0.11998
35	299	32.942	-90.002	112.85	1127	0.10825
35	274	29.405	-90.002	110.41	1127	0.10103
35	291	31.665	-90.002	108.26	1127	0.10185
35	302	33.464	-90.002	110.57	1127	0.1066
36	311	35.749	-90.002	110.62	1127	0.10968
36	314	36.682	-90.002	115.48	1127	0.11589
36	299	32.942	-90.002	112.85	1127	0.10825
36	302	33.464	-90.002	110.57	1127	0.1066
37	291	31.665	-90.002	108.26	1127	0.10185
37	306	34.084	-90.002	105.95	1127	0.10274
37	311	35.749	-90.002	110.62	1127	0.10968
37	302	33.464	-90.002	110.57	1127	0.1066
38	269	28.361	-90.002	112.15	1129	0.10143
38	292	31.755	-90.002	114.24	1129	0.10811
38	300	32.942	-90.002	112.85	1129	0.10825
38	274	29.405	-90.002	110.41	1129	0.10103
39	310	35.46	-90.002	116.52	1129	0.11536
39	292	31.755	-90.002	114.24	1129	0.10811
39	300	32.942	-90.002	112.85	1129	0.10825
39	314	36.682	-90.002	115.48	1129	0.11589
40	249	25.239	-90.002	134.65	1134	0.12237
40	264	27.603	-90.002	136.82	1134	0.12787
40	246	24.829	-90.002	138.5	1134	0.12643
40	236	22.51	-90.002	138.35	1134	0.12339
41	279	29.932	-90.002	138.96	1134	0.13327
41	264	27.603	-90.002	136.82	1134	0.12787
41	246	24.829	-90.002	138.5	1134	0.12643
41	243	24.443	-90.002	140.12	1134	0.12792
42	243	24.443	-90.002	140.12	1134	0.12792
42	224	19.581	-90.002	141.16	1134	0.1232
42	236	22.51	-90.002	138.35	1134	0.12339
42	246	24.829	-90.002	138.5	1134	0.12643
43	134	-5.3286	-90.002	85.842	1172	2.4643e-002
43	144	-3.7187	-90.002	85.481	1172	2.6722e-002
43	141	-4.2919	-90.002	87.196	1172	2.7885e-002
44	113	-11.58	-90.002	96.147	1173	2.7057e-002
44	102	-14.602	-90.002	98.106	1173	2.4593e-002
44	105	-14.113	-90.002	95.271	1173	2.2014e-002
44	108	-13.159	-90.002	93.87	1173	2.1867e-002
45	88	-17.169	-90.002	100.34	1173	2.3205e-002
45	99	-14.726	-90.002	98.203	1173	2.4512e-002
45	95	-15.545	-90.002	96.249	1173	2.0911e-002
45	93	-16.178	-90.002	96.318	1173	1.9996e-002
46	99	-14.726	-90.002	98.203	1173	2.4512e-002
46	102	-14.602	-90.002	98.106	1173	2.4593e-002
46	105	-14.113	-90.002	95.271	1173	2.2014e-002
46	95	-15.545	-90.002	96.249	1173	2.0911e-002
47	98	-14.788	-90.002	94.601	1173	2.0155e-002
47	95	-15.545	-90.002	96.249	1173	2.0911e-002
47	93	-16.178	-90.002	96.318	1173	1.9996e-002
48	98	-14.788	-90.002	94.601	1173	2.0155e-002
48	93	-16.178	-90.002	96.318	1173	1.9996e-002
48	96	-14.944	-90.002	91.296	1173	1.5994e-002
49	98	-14.788	-90.002	94.601	1173	2.0155e-002
49	96	-14.944	-90.002	91.296	1173	1.5994e-002
49	108	-13.159	-90.002	93.87	1173	2.1867e-002
50	98	-14.788	-90.002	94.601	1173	2.0155e-002
50	108	-13.159	-90.002	93.87	1173	2.1867e-002
50	105	-14.113	-90.002	95.271	1173	2.2014e-002
51	98	-14.788	-90.002	94.601	1173	2.0155e-002
51	105	-14.113	-90.002	95.271	1173	2.2014e-002
51	95	-15.545	-90.002	96.249	1173	2.0911e-002
52	45	-24.224	-90.002	110.6	1184	2.5062e-002
52	16	-28.737	-90.002	114.01	1184	2.2806e-002
52	18	-27.981	-90.002	114.05	1184	2.3983e-002
52	48	-23.809	-90.002	110.63	1184	2.5704e-002
53	1	-32.842	-90.002	117.1	1184	2.0799e-002
53	16	-28.737	-90.002	114.01	1184	2.2806e-002
53	18	-27.981	-90.002	114.05	1184	2.3983e-002
53	5	-31.752	-90.002	117.17	1184	2.2502e-002
54	9	-30.45	-90.002	128.78	1185	4.0197e-002
54	6	-31.401	-90.002	130.16	1185	4.0658e-002
54	4	-31.893	-90.002	128.58	1185	3.7763e-002
55	155	-4.9186e-002	-90.002	147.42	1212	0.10705
55	156	8.971e-002	-90.002	147.72	1212	0.10761
55	157	0.31472	-90.002	147.43	1212	0.10751
56	165	2.7109	-90.002	153.59	1212	0.1185
56	166	3.0035	-90.002	150.3	1212	0.11456
56	158	0.52758	-90.002	149.32	1212	0.11023
56	151	-1.8452	-90.002	150.57	1212	0.10891
57	162	1.4381	-90.002	148.45	1212	0.11023
57	157	0.31472	-90.002	147.43	1212	0.10751
57	167	3.2552	-90.002	147.47	1212	0.11119
58	162	1.4381	-90.002	148.45	1212	0.11023
58	167	3.2552	-90.002	147.47	1212	0.11119
58	166	3.0035	-90.002	150.3	1212	0.11456
59	162	1.4381	-90.002	148.45	1212	0.11023
59	166	3.0035	-90.002	150.3	1212	0.11456
59	158	0.52758	-90.002	149.32	1212	0.11023
60	162	1.4381	-90.002	148.45	1212	0.11023
60	158	0.52758	-90.002	149.32	1212	0.11023
60	156	8.971e-002	-90.002	147.72	1212	0.10761
61	162	1.4381	-90.002	148.45	1212	0.11023
61	156	8.971e-002	-90.002	147.72	1212	0.10761
61	157	0.31472	-90.002	147.43	1212	0.10751
62	152	-1.4181	-90.002	148.64	1212	0.10693
62	151	-1.8452	-90.002	150.57	1212	0.10891
62	149	-2.2115	-90.002	150.32	1212	0.10812
63	152	-1.4181	-90.002	148.64	1212	0.10693
63	149	-2.2115	-90.002	150.32	1212	0.10812
63	135	-5.0197	-90.002	146.51	1212	9.9609e-002
64	152	-1.4181	-90.002	148.64	1212	0.10693
64	135	-5.0197	-90.002	146.51	1212	9.9609e-002
64	155	-4.9186e-002	-90.002	147.42	1212	0.10705
65	152	-1.4181	-90.002	148.64	1212	0.10693
65	155	-4.9186e-002	-90.002	147.42	1212	0.10705
65	156	8.971e-002	-90.002	147.72	1212	0.10761
66	152	-1.4181	-90.002	148.64	1212	0.10693
66	156	8.971e-002	-90.002	147.72	1212	0.10761
66	158	0.52758	-90.002	149.32	1212	0.11023
67	152	-1.4181	-90.002	148.64	1212	0.10693
67	158	0.52758	-90.002	149.32	1212	0.11023
67	151	-1.8452	-90.002	150.57	1212	0.10891
68	194	11.136	-90.002	94.105	1217	5.9129e-002
68	196	12.174	-90.002	92.983	1217	5.9312e-002
68	205	13.598	-90.002	95.081	1217	6.3664e-002
69	285	30.96	-90.002	121.77	1218	0.11508
69	305	33.832	-90.002	119.53	1218	0.1164
69	308	34.797	-90.002	121.96	1218	0.12024
69	304	33.548	-90.002	124.29	1218	0.12114
70	315	36.909	-90.002	117.12	1218	0.11788
70	305	33.832	-90.002	119.53	1218	0.1164
70	308	34.797	-90.002	121.96	1218	0.12024
70	316	36.967	-90.002	122.08	1218	0.12316
71	316	36.967	-90.002	122.08	1218	0.12316
71	313	36.271	-90.002	126.98	1218	0.12756
71	304	33.548	-90.002	124.29	1218	0.12114
71	308	34.797	-90.002	121.96	1218	0.12024
72	273	29.3	-90.002	123.37	1222	0.11468
72	268	28.333	-90.002	128.03	1222	0.11864
