小面	点	X坐标 (mm)	Y坐标 (mm)	Z坐标 (mm)	单元数	定向变形 (mm)
0	135	-5.0197	-90.002	146.51	580	9.9304e-002
0	129	-7.53	-90.002	149.49	580	9.9909e-002
0	149	-2.2115	-90.002	150.32	580	0.10778
1	55	-22.885	-90.002	100.04	647	1.4226e-002
1	63	-21.217	-90.002	102.2	647	1.9372e-002
1	37	-25.28	-90.002	103.92	647	1.5255e-002
1	39	-25.257	-90.002	101.82	647	1.2742e-002
2	21	-27.703	-90.002	101.55	647	8.6882e-003
2	44	-24.757	-90.002	97.566	647	8.4004e-003
2	55	-22.885	-90.002	100.04	647	1.4226e-002
2	39	-25.257	-90.002	101.82	647	1.2742e-002
3	37	-25.28	-90.002	103.92	647	1.5255e-002
3	10	-30.011	-90.002	105.94	647	1.0595e-002
3	21	-27.703	-90.002	101.55	647	8.6882e-003
3	39	-25.257	-90.002	101.82	647	1.2742e-002
4	32	-26.312	-90.002	123.11	656	3.8527e-002
4	14	-29.112	-90.002	125.85	656	3.8029e-002
4	8	-30.546	-90.002	123.5	656	3.2682e-002
4	12	-29.622	-90.002	120.92	656	3.061e-002
5	4	-31.893	-90.002	128.58	656	3.7527e-002
5	14	-29.112	-90.002	125.85	656	3.8029e-002
5	8	-30.546	-90.002	123.5	656	3.2682e-002
5	2	-32.767	-90.002	123.7	656	2.9612e-002
6	2	-32.767	-90.002	123.7	656	2.9612e-002
6	0	-32.887	-90.002	118.75	656	2.2815e-002
6	12	-29.622	-90.002	120.92	656	3.061e-002
6	8	-30.546	-90.002	123.5	656	3.2682e-002
7	165	2.7109	-90.002	153.59	662	0.11815
7	169	3.6719	-90.002	154.9	662	0.12104
7	163	2.0246	-90.002	154.99	662	0.11912
8	48	-23.809	-90.002	110.63	699	2.5749e-002
8	18	-27.981	-90.002	114.05	699	2.3959e-002
8	23	-27.343	-90.002	116.6	699	2.8248e-002
8	40	-25.213	-90.002	116.27	699	3.0995e-002
9	5	-31.752	-90.002	117.17	699	2.2415e-002
9	18	-27.981	-90.002	114.05	699	2.3959e-002
9	23	-27.343	-90.002	116.6	699	2.8248e-002
9	17	-28.584	-90.002	119.37	699	3.0078e-002
10	36	-25.373	-90.002	121.58	699	3.7866e-002
10	40	-25.213	-90.002	116.27	699	3.0995e-002
10	23	-27.343	-90.002	116.6	699	2.8248e-002
10	17	-28.584	-90.002	119.37	699	3.0078e-002
11	310	35.46	-90.002	116.52	839	0.11561
11	314	36.682	-90.002	115.48	839	0.11616
11	315	36.909	-90.002	117.12	839	0.11813
12	129	-7.53	-90.002	149.49	876	9.9909e-002
12	135	-5.0197	-90.002	146.51	876	9.9304e-002
12	130	-6.6575	-90.002	146.08	876	9.6649e-002
13	66	-21.126	-90.002	134.77	880	6.204e-002
13	59	-22.444	-90.002	134.49	880	5.9717e-002
13	60	-22.067	-90.002	133.15	880	5.8504e-002
14	196	12.174	-90.002	92.983	911	5.9808e-002
14	191	10.051	-90.002	89.339	911	5.2623e-002
